"","RAV4483","RAV95","RAV4489","RAV2670","RAV1301","RAV1959","RAV1302","RAV988","RAV987","RAV3033","RAV1002","RAV1125","RAV4689","RAV2673","RAV1960","RAV996","RAV4486","RAV998","RAV999","RAV1001","RAV4113"
"patient.biospecimen_cqcf.race",0.00352582478847288,0.0376853887369299,0.148005120187425,0.000833452354785021,0.000383168126106152,0.225036176439554,0.0119172011860363,5.93316657304058e-05,0.107772147900705,4.27359003074416e-05,0.276532170726031,0.0424054417961843,0.0264453535962971,0.0149219821252697,0.518980135723807,0.105062761496818,0.0372645335788724,0.00807722173800417,0.321552941226495,0.307746206657383,0.0435907538781479
"patient.biospecimen_cqcf.sample_prescreened",0.428036534241417,0.555184912985301,0.511520114160589,0.991850988408786,0.966122750095071,0.724660672384316,0.633297398046174,0.431955613788043,0.745017204509794,0.83092282694698,0.602586856400511,0.689230512038342,0.504279458611387,0.616154266518072,0.473357047156249,0.826993908663416,0.772480997920037,0.790547527542786,0.751214277776172,0.847430897213934,0.585739567265254
"patient.biospecimen_cqcf.site_of_disease_description",0.0218469518091247,0.219813037664125,0.0123243775544939,0.013000151160006,0.014004824864836,0.00334521975768377,0.00610767785595258,0.00517626424562723,0.0500974771566246,0.0291009913819413,0.409575942000461,0.00202466071650404,0.424616102996787,0.0794294319863209,0.268635325139223,0.0658631462342343,0.171476491518161,0.42991705222756,0.538308591941974,0.00105646213227979,0.526380334966637
"patient.biospecimen_cqcf.submitted_for_lce",0.000169355840952278,0.00130957394288513,0.256979930113624,1.77381340662425e-06,4.35844918353567e-07,0.00507810635954411,1.64840880744007e-05,5.2661597951551e-06,0.00229929010068423,6.85478534366548e-08,0.523630276265756,0.050703926437238,0.00137171957988577,0.00242629617224885,0.126189134534083,0.101508878120428,0.0397999554242438,3.28636227232837e-05,0.216585148370031,0.0673591634543368,0.000676991009414017
"patient.biospecimen_cqcf.top_slide_submitted",0.00338874479620548,0.00507950297608084,0.573718420787063,0.0674734288761371,0.033761306111086,0.0697935762853118,0.0395735687966303,0.106488506324018,0.201963091713672,0.00417884042252903,0.81799262712939,0.952324921358965,0.298128891928681,0.144595201978129,0.394652843224711,0.426857530561807,0.366606551081423,0.0187481785944385,0.757341170371679,0.250381568627185,0.0109818117873828
"patient.biospecimen_cqcf.tumor_samples.tumor_sample.bcr_sample_uuid",0.31636401364832,0.386926379930687,0.172280420666146,0.242833377295437,0.299726103659409,0.327986802398615,0.220176881539084,0.247985052885049,0.106683408721662,0.295797313626148,0.999458402734793,0.124754361869651,0.0617884451192396,0.750739090813568,0.470003478249293,0.321929278894825,0.0667627270014821,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071862
"patient.biospecimen_cqcf.vessel_used",0.302114276791325,0.576305774459639,0.55791967198869,0.924157154335466,0.846004695605744,0.649324024053863,0.916685248773104,0.575275105520597,0.907978739691035,0.782754765954082,0.539551305145681,0.375263998806601,0.721987203882246,0.367888605866283,0.990721886994657,0.906817570164425,0.803557032747714,0.47972375846342,0.75218071762283,0.704044410137442,0.267592194170894
"patient.samples.sample.2.bcr_sample_barcode",0.316364013648322,0.386926379930687,0.172280420666145,0.242833377295436,0.299726103659409,0.327986802398615,0.220176881539084,0.24798505288505,0.106683408721662,0.295797313626147,0.999458402734793,0.12475436186965,0.0617884451192399,0.750739090813568,0.470003478249293,0.321929278894825,0.0667627270014813,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071862
"patient.samples.sample.2.bcr_sample_uuid",0.316364013648323,0.386926379930688,0.172280420666147,0.242833377295435,0.299726103659407,0.327986802398616,0.220176881539083,0.247985052885049,0.106683408721661,0.295797313626147,0.999458402734793,0.124754361869651,0.0617884451192404,0.750739090813569,0.470003478249293,0.321929278894825,0.0667627270014808,0.539526792113018,0.999320384562947,0.98363632547691,0.608778974071861
"patient.samples.sample.2.oct_embedded",0.000235668796632607,0.00255127583772291,0.202478900021751,1.67513722476477e-06,5.69001554722404e-07,0.0127292412610321,3.44116224390622e-05,1.22410433614421e-05,0.00189188469292578,3.63049235772548e-08,0.408624969083481,0.0254863343850415,0.000650750695407879,0.00137118439807883,0.119512399900447,0.187143679627761,0.00469979128612428,4.546346649055e-05,0.17508139787831,0.0584891524196826,0.0032241692977223
"patient.samples.sample.2.portions.portion.analytes.analyte.2.aliquots.aliquot.bcr_aliquot_barcode",0.170997072181213,0.262966470318321,0.0574489580974614,0.172784501148816,0.208324223596662,0.161379301676519,0.127229431498674,0.157524156016715,0.0751684133875767,0.250196317423314,0.998191548782253,0.0539367874275164,0.0187245961448213,0.602371339093728,0.30869190898495,0.169517832851392,0.0140411778470053,0.351999211825865,0.997714998813597,0.959862751437594,0.399877052003296
"patient.samples.sample.2.portions.portion.analytes.analyte.2.aliquots.aliquot.bcr_aliquot_uuid",0.170997072181213,0.26296647031832,0.0574489580974622,0.172784501148818,0.208324223596664,0.161379301676519,0.127229431498675,0.157524156016718,0.0751684133875773,0.250196317423316,0.998191548782253,0.0539367874275185,0.0187245961448216,0.60237133909373,0.308691908984953,0.169517832851394,0.0140411778470058,0.351999211825866,0.997714998813597,0.959862751437594,0.399877052003296
"patient.samples.sample.2.portions.portion.analytes.analyte.2.aliquots.aliquot.is_derived_from_ffpe",0.633673717241305,0.248998542469076,0.265899867474239,0.0342984946533657,0.0320411008409545,0.0308255713276716,0.0144803888585667,0.715735626012681,0.0212659694115055,0.0589778128952669,0.973379321560467,0.291500329328426,0.105440546540298,0.830032312773015,0.307457447877763,0.503040062922988,0.553289553288651,0.235910443967794,0.700836060347442,0.0427564585053013,0.635440311525187
"patient.samples.sample.2.portions.portion.analytes.analyte.2.aliquots.aliquot.plate_id",0.100282895953611,0.270458786339943,0.130398131529954,0.0019058444542898,0.000789097632294275,0.353380708543555,0.0138141913493736,0.000233891949013976,0.119931472190451,0.000588184650250917,0.572421791505342,0.0942088858283566,0.15885898172686,0.0704319364982564,0.630572446636512,0.103272907549858,0.0642476674597115,0.00717647503767392,0.870448779648277,0.571803131109324,0.278067720714371
"patient.samples.sample.2.portions.portion.analytes.analyte.2.aliquots.aliquot.plate_row",0.345125649920114,0.526945919830316,0.347329924509113,0.375974068050359,0.323050313915197,0.474637403240107,0.29734382914615,0.464175347426526,0.238158511834132,0.434389950532154,0.520470563692838,0.304774978122869,0.278705332675015,0.335225397301926,0.29690800506373,0.34364444628525,0.550428508609913,0.193158805993914,0.587584233721364,0.437167700669559,0.628033783183224
"patient.samples.sample.2.portions.portion.analytes.analyte.2.analyte_type",0.517499434650123,0.347284295505188,0.50597815128069,0.0969368607905761,0.0842884008431406,0.0967533281142538,0.0510467653744496,0.638576078063468,0.0714438314436307,0.108632945997709,0.668068392323182,0.419642307037369,0.227454429259575,0.422718136146693,0.529401899631796,0.752346439244611,0.812092963373311,0.312966410379812,0.749494264677261,0.12496244081791,0.777327364871669
"patient.samples.sample.2.portions.portion.analytes.analyte.2.analyte_type_id",0.517499434650123,0.347284295505188,0.505978151280689,0.0969368607905763,0.0842884008431409,0.0967533281142536,0.0510467653744495,0.63857607806347,0.0714438314436304,0.108632945997709,0.66806839232318,0.419642307037371,0.227454429259576,0.422718136146696,0.529401899631796,0.75234643924461,0.812092963373312,0.312966410379808,0.749494264677256,0.12496244081791,0.77732736487167
"patient.samples.sample.2.portions.portion.analytes.analyte.2.bcr_analyte_barcode",0.170997072181213,0.262966470318321,0.0574489580974614,0.172784501148816,0.208324223596662,0.161379301676519,0.127229431498674,0.157524156016715,0.0751684133875767,0.250196317423314,0.998191548782253,0.0539367874275164,0.0187245961448213,0.602371339093728,0.30869190898495,0.169517832851392,0.0140411778470053,0.351999211825865,0.997714998813597,0.959862751437594,0.399877052003296
"patient.samples.sample.2.portions.portion.analytes.analyte.2.bcr_analyte_uuid",0.170997072181212,0.262966470318319,0.057448958097462,0.172784501148816,0.208324223596661,0.161379301676519,0.127229431498673,0.157524156016716,0.0751684133875758,0.250196317423312,0.998191548782253,0.0539367874275186,0.0187245961448214,0.60237133909373,0.308691908984952,0.169517832851393,0.0140411778470055,0.351999211825866,0.997714998813597,0.959862751437594,0.399877052003298
"patient.samples.sample.2.portions.portion.analytes.analyte.2.dna.normal_tumor_genotype_match",0.279343943688025,0.148772406009156,0.603806313549265,0.0717985049318999,0.0537615783599541,0.169534934033685,0.0961735231955418,0.378173661284915,0.111804071335568,0.04633935639577,0.505701392319228,0.863443083988553,0.119938928426507,0.438965979829165,0.288646638067425,0.827596542408349,0.8180395732645,0.129040540059535,0.841562937571476,0.10814781094621,0.477161028291836
"patient.samples.sample.2.portions.portion.analytes.analyte.2.dna.pcr_amplification_successful",0.000359113637806231,0.00147492028977107,0.11688985357049,3.82983186834376e-08,9.36873034873852e-09,0.00206313766542764,1.78232641279546e-06,5.34091902843846e-07,0.000395340636043047,1.77252760975048e-09,0.396501305697569,0.0189770469600396,0.000505278348991792,0.00084734134651201,0.025016152236641,0.0472785129881553,0.00278148742964882,6.54491146474331e-06,0.0899242473498726,0.01608554574284,0.00313569847940251
"patient.samples.sample.2.portions.portion.analytes.analyte.2.gel_image_file",0.633673717241305,0.248998542469076,0.265899867474239,0.0342984946533657,0.0320411008409545,0.0308255713276716,0.0144803888585667,0.715735626012681,0.0212659694115055,0.0589778128952669,0.973379321560467,0.291500329328426,0.105440546540298,0.830032312773015,0.307457447877763,0.503040062922988,0.553289553288651,0.235910443967794,0.700836060347442,0.0427564585053013,0.635440311525187
"patient.samples.sample.2.portions.portion.analytes.analyte.2.is_derived_from_ffpe",0.633673717241305,0.248998542469076,0.265899867474239,0.0342984946533657,0.0320411008409545,0.0308255713276716,0.0144803888585667,0.715735626012681,0.0212659694115055,0.0589778128952669,0.973379321560467,0.291500329328426,0.105440546540298,0.830032312773015,0.307457447877763,0.503040062922988,0.553289553288651,0.235910443967794,0.700836060347442,0.0427564585053013,0.635440311525187
"patient.samples.sample.2.portions.portion.analytes.analyte.2.protocols.protocol.experimental_protocol_type",0.723439112420926,0.519385329544365,0.641712440417038,0.0341876700325879,0.0335941014625457,0.0558995501899689,0.0178201272710104,0.304490247928305,0.050153189285255,0.111744600373399,0.848178823735715,0.629375910749909,0.376932529604421,0.58134336334017,0.100018654148639,0.321201929294116,0.72925865616934,0.270193455774651,0.42893333631176,0.162341526760896,0.900030932747415
"patient.samples.sample.2.portions.portion.analytes.analyte.2.spectrophotometer_method",0.000511680444098677,0.00362677907833927,0.0227672164068762,5.89057086235009e-08,2.04638010391819e-08,0.00137223125225967,1.48605709474027e-06,7.43217385563177e-08,0.000439150380039804,9.54738222058476e-09,0.564455852967474,0.00177174496908141,0.000586503712972989,0.000129191911744418,0.0358422796530895,0.00805539678676509,0.0015950424444651,8.61538575282273e-07,0.0700824830139727,0.0279740910345225,0.00117434040274789
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.2.bcr_aliquot_barcode",0.316364013648322,0.386926379930687,0.172280420666145,0.242833377295436,0.299726103659409,0.327986802398615,0.220176881539084,0.24798505288505,0.106683408721662,0.295797313626147,0.999458402734793,0.12475436186965,0.0617884451192399,0.750739090813568,0.470003478249293,0.321929278894825,0.0667627270014813,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071862
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.2.bcr_aliquot_uuid",0.316364013648323,0.386926379930689,0.172280420666146,0.242833377295435,0.299726103659408,0.327986802398615,0.220176881539083,0.24798505288505,0.106683408721662,0.295797313626148,0.999458402734793,0.124754361869651,0.0617884451192403,0.750739090813569,0.470003478249293,0.321929278894825,0.0667627270014817,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071863
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.2.plate_id",0.0922595299887174,0.213379589094802,0.144038232674844,0.000454828150448792,0.000159135868488912,0.262972665359306,0.00541978996477208,6.39915683731024e-05,0.0582516003132129,0.000125694753807914,0.399420639210517,0.073485997778773,0.0997902568830222,0.0368905852901027,0.639890766512877,0.0713954381526125,0.0463151913659146,0.00255673627113777,0.769118295691293,0.490234782407757,0.166751543140415
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.2.plate_row",0.397257546162394,0.703923940536644,0.605882694492298,0.925502228284213,0.920636768272352,0.872357093992454,0.950343463017132,0.391933470324591,0.943649955973152,0.917924358855704,0.693070304451457,0.304760949316495,0.963152150788682,0.77521404216734,0.653392800514344,0.591688970617933,0.0230095034690849,0.136975115202865,0.204534154405893,0.913263634471974,0.964627925669575
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.3.bcr_aliquot_barcode",3.82690979377859e-05,1.6974230911686e-08,0.0685848354328321,0.174446705403626,0.149234608762735,0.18261961005489,0.451194324785758,0.0362281636051263,0.113170498089987,0.00147820432372329,0.155882693662052,0.0388333204674932,0.083005385331223,0.00117955570372753,0.488428786485778,0.0646995626535499,0.0916760065440832,0.240386839990674,0.698167748330654,0.830481793301473,0.00898456772527888
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.3.bcr_aliquot_uuid",3.82690979377865e-05,1.69742309116864e-08,0.0685848354328323,0.174446705403626,0.149234608762734,0.182619610054891,0.45119432478576,0.0362281636051264,0.113170498089986,0.00147820432372331,0.155882693662052,0.0388333204674924,0.0830053853312226,0.0011795557037275,0.488428786485779,0.06469956265355,0.091676006544083,0.240386839990672,0.698167748330652,0.830481793301473,0.00898456772527878
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.3.is_derived_from_ffpe",0.000500044757330736,0.00111780491803268,0.019587439918514,0.00124930837566968,0.000681677109490325,0.124943716010984,0.00649778790187322,6.50380840280126e-05,0.0378847218468709,4.93945430567731e-05,0.0263346727811912,0.00990352526118655,0.0329682180722578,0.00079407731472366,0.832586208953101,0.00845208830297841,0.00284001996371145,0.0139886939178936,0.906147734218773,0.826309894982815,0.00605468086845893
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.3.plate_id",0.0192664294290235,0.0550147114958242,0.0315948983334093,0.181637947931321,0.113123929974115,0.790320252114767,0.502285445846187,0.000560568093589995,0.698761959632371,0.0118843589246921,0.202646028572043,0.0319743513019278,0.316625589621237,0.00490624988098913,0.971415771040103,0.023713218301002,0.039358982879829,0.0864070190225778,0.862989496617696,0.823607711179047,0.134776849923786
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.3.plate_row",0.00366645804217038,0.0107582083833416,0.0205264538593805,0.00736836420152503,0.00589877457550899,0.271598551414006,0.0528841885328561,0.000219295299672411,0.100269788937647,0.00216766839448996,0.221749686712635,0.0268443549740127,0.112920277277233,0.0101220185701949,0.229579329329485,0.00527358494423348,0.00326417978677709,0.106283380295329,0.472084536417255,0.829354318565378,0.261130179783901
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.bcr_aliquot_barcode",0.316364013648322,0.386926379930687,0.172280420666145,0.242833377295436,0.299726103659409,0.327986802398615,0.220176881539084,0.24798505288505,0.106683408721662,0.295797313626147,0.999458402734793,0.12475436186965,0.0617884451192399,0.750739090813568,0.470003478249293,0.321929278894825,0.0667627270014813,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071862
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.bcr_aliquot_uuid",0.316364013648322,0.386926379930687,0.172280420666146,0.242833377295436,0.299726103659409,0.327986802398614,0.220176881539084,0.24798505288505,0.106683408721662,0.295797313626148,0.999458402734793,0.12475436186965,0.0617884451192406,0.750739090813568,0.470003478249293,0.321929278894824,0.0667627270014815,0.539526792113018,0.999320384562947,0.98363632547691,0.608778974071861
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.plate_id",0.0922595299887174,0.213379589094802,0.144038232674844,0.000454828150448792,0.000159135868488912,0.262972665359306,0.00541978996477208,6.39915683731024e-05,0.0582516003132129,0.000125694753807914,0.399420639210517,0.073485997778773,0.0997902568830222,0.0368905852901027,0.639890766512877,0.0713954381526125,0.0463151913659146,0.00255673627113777,0.769118295691293,0.490234782407757,0.166751543140415
"patient.samples.sample.2.portions.portion.analytes.analyte.aliquots.aliquot.plate_row",0.397257546162394,0.703923940536644,0.605882694492298,0.925502228284213,0.920636768272352,0.872357093992454,0.950343463017132,0.391933470324591,0.943649955973152,0.917924358855704,0.693070304451457,0.304760949316495,0.963152150788682,0.77521404216734,0.653392800514344,0.591688970617933,0.0230095034690849,0.136975115202865,0.204534154405893,0.913263634471974,0.964627925669575
"patient.samples.sample.2.portions.portion.analytes.analyte.bcr_analyte_barcode",0.316364013648322,0.386926379930687,0.172280420666145,0.242833377295436,0.299726103659409,0.327986802398615,0.220176881539084,0.24798505288505,0.106683408721662,0.295797313626147,0.999458402734793,0.12475436186965,0.0617884451192399,0.750739090813568,0.470003478249293,0.321929278894825,0.0667627270014813,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071862
"patient.samples.sample.2.portions.portion.analytes.analyte.bcr_analyte_uuid",0.316364013648323,0.386926379930687,0.172280420666146,0.242833377295434,0.299726103659407,0.327986802398614,0.220176881539082,0.24798505288505,0.10668340872166,0.295797313626146,0.999458402734793,0.124754361869651,0.0617884451192401,0.750739090813569,0.470003478249292,0.321929278894825,0.0667627270014811,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071861
"patient.samples.sample.2.portions.portion.analytes.analyte.dna.pcr_amplification_successful",4.21853825854715e-05,0.000536989037510383,0.101622167105338,3.96810964921369e-07,1.08836343154114e-07,0.0037369418326135,1.13363062565992e-05,1.96374705047075e-06,0.000782803944911702,4.68237595841275e-09,0.188251466184189,0.00713368511921634,0.000177468321036757,0.000279973696380611,0.0540037343203604,0.0797134162298051,0.00317462665231869,9.13893879841591e-06,0.115884444486316,0.0174311398038602,0.000832687595957684
"patient.samples.sample.2.portions.portion.analytes.analyte.protocols.protocol.experimental_protocol_type",0.00260216762799068,0.0180753996812519,0.18561640670597,0.00152537589580731,0.000724902160861768,0.20860579837422,0.00614039491931236,0.000192569516172236,0.0769262683887668,3.38174513179677e-05,0.266737152659054,0.0200003336733404,0.031835797586239,0.002302337658161,0.185269779624326,0.202860742893904,0.0369246401674523,0.000939104981226602,0.327132155908925,0.390671289922602,0.00814001565379644
"patient.samples.sample.2.portions.portion.analytes.analyte.spectrophotometer_method",0.0567949762625803,0.0189589121152547,0.806682419266763,0.0118026916289919,0.00776552142088618,0.0247947424782248,0.0289835209654695,0.20648283172266,0.0173923017488758,0.00121510731239832,0.0352155403969763,0.820047744396806,0.0335000641090391,0.120350872056579,0.371441337537702,0.93075870811126,0.354435635895923,0.462792426192413,0.879278921139707,0.227711733557211,0.187519989174229
"patient.samples.sample.2.portions.portion.bcr_portion_barcode",0.316364013648322,0.386926379930687,0.172280420666145,0.242833377295436,0.299726103659409,0.327986802398615,0.220176881539084,0.24798505288505,0.106683408721662,0.295797313626147,0.999458402734793,0.12475436186965,0.0617884451192399,0.750739090813568,0.470003478249293,0.321929278894825,0.0667627270014813,0.539526792113018,0.999320384562947,0.983636325476909,0.608778974071862
"patient.samples.sample.2.portions.portion.bcr_portion_uuid",0.31636401364832,0.386926379930684,0.172280420666145,0.242833377295434,0.299726103659406,0.327986802398615,0.220176881539083,0.247985052885047,0.10668340872166,0.295797313626143,0.999458402734793,0.12475436186965,0.0617884451192404,0.750739090813567,0.470003478249293,0.321929278894824,0.0667627270014818,0.539526792113018,0.999320384562947,0.98363632547691,0.60877897407186
"patient.samples.sample.2.sample_type",0.555775778970609,0.502998906028479,0.556300237804854,0.905363191546176,0.837624665167219,0.848385365994748,0.902085194126741,0.632358453306513,0.997872653003684,0.658113514385023,0.659224413087678,0.491761747814754,0.845536931459209,0.186197872896129,0.876994284170669,0.56147584407225,0.684196673913015,0.504608513593068,0.443539172550052,0.0680596756202455,0.603835579508407
"patient.samples.sample.2.vial_number",0.490110497608998,0.672011627170752,0.591975274665893,0.60728361986286,0.626364348301847,0.394057250058471,0.283068887729214,0.584560887381742,0.350713896002595,0.864052472297258,0.664164261064101,0.709102047568428,0.82424864568601,0.553880116423806,0.761931607822881,0.832130320749083,0.373858297904624,0.477969847590446,0.393153308102578,0.0526646205746739,0.494251398151564
"patient.samples.sample.3.bcr_sample_barcode",0.00200230956293906,0.00126415569841046,0.197812288845962,0.490322047414048,0.41575164814063,0.777533605308998,0.870774424980896,0.279001875653821,0.638572436423242,0.0685143477137342,0.00224826941671781,0.331990922887719,0.744080762552707,0.0384902857555237,0.480614565040385,0.324915819497917,0.237122494824465,0.00523931006413078,0.0273249653215591,0.361821926233883,0.218670672644475
"patient.samples.sample.3.bcr_sample_uuid",0.00200230956293907,0.00126415569841047,0.197812288845966,0.490322047414048,0.415751648140628,0.777533605308997,0.870774424980896,0.279001875653822,0.638572436423239,0.0685143477137346,0.00224826941671783,0.331990922887722,0.744080762552706,0.0384902857555237,0.480614565040383,0.324915819497918,0.237122494824468,0.00523931006413103,0.0273249653215591,0.361821926233883,0.218670672644475
"patient.samples.sample.3.is_ffpe",0.0380171899067613,0.493370637781604,0.241389617259558,0.504829366496722,0.394850312327343,0.665649739616034,0.411839923860329,0.0915633064884886,0.916673404784635,0.800597656984602,0.494940935960077,0.40366808683958,0.358246646339102,0.228736258591233,0.0889050415151748,0.393842516902317,0.610879826318827,0.0132507237867263,0.0829179147189049,0.949844276233005,0.292402035141594
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.2.bcr_aliquot_barcode",3.58728729059753e-05,3.68342739809016e-05,0.0333410042402717,0.411830430858359,0.337692408287891,0.432335148795907,0.80060397843381,0.0991059256314029,0.490289442605741,0.0264862638445211,0.000258658677390264,0.148913219320923,0.513764043406823,0.0118361129660046,0.211262640531412,0.0768433776159913,0.0753031042922038,0.00079301617108231,0.00120261382239409,0.0846977581367137,0.0287262750564538
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.2.bcr_aliquot_uuid",3.58728729059753e-05,3.68342739809013e-05,0.0333410042402722,0.411830430858366,0.337692408287897,0.432335148795908,0.800603978433813,0.099105925631404,0.490289442605745,0.0264862638445222,0.000258658677390259,0.148913219320925,0.513764043406837,0.0118361129660048,0.211262640531409,0.0768433776159913,0.0753031042922055,0.000793016171082285,0.00120261382239406,0.0846977581367145,0.0287262750564537
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.2.is_derived_from_ffpe",0.00108853533844459,0.117752995047753,0.0871741207717382,0.111813010750152,0.0747271820641514,0.638257427788269,0.234646447403064,0.00869808721890734,0.716078846924896,0.161861357662815,0.824975944028423,0.0982671222610308,0.870518647399006,0.0148730940658972,0.0307705418165089,0.123663191543877,0.349807867899402,2.36114971168442e-05,0.211744072532217,0.740147604439398,0.0994636244346458
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.2.plate_row",0.0110164777026379,0.0428300811483166,0.182906370776688,0.268582548337143,0.213803752816155,0.150682961002408,0.304246618938775,0.175984288711869,0.279901377133969,0.302596906986515,0.0224592674691997,0.286333150433683,0.70921185539018,0.0601511521617226,0.0630323523351558,0.17415109980522,0.366270902598194,0.000358434094506138,0.0101287357613252,0.181411733691315,0.075014933331039
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.bcr_aliquot_barcode",0.000924403657309227,0.000817202188554157,0.136903062634734,0.668777417885093,0.610413285247636,0.743674578187992,0.927684216633538,0.237358475567661,0.783852463743083,0.107929001442429,0.00454142890611977,0.259273236423205,0.774157919499525,0.0517217985764769,0.388864492189633,0.264590282292711,0.199924630447349,0.00480784796805056,0.0137786079484812,0.301721104311588,0.1486731943972
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.bcr_aliquot_uuid",0.000924403657309244,0.000817202188554176,0.136903062634734,0.668777417885094,0.610413285247636,0.74367457818799,0.927684216633538,0.237358475567663,0.783852463743082,0.10792900144243,0.00454142890611981,0.259273236423205,0.774157919499525,0.0517217985764775,0.38886449218963,0.264590282292711,0.199924630447351,0.00480784796805065,0.0137786079484812,0.301721104311588,0.148673194397201
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.is_derived_from_ffpe",0.0160070655152197,0.341218379250405,0.203701144662572,0.232986742573741,0.17220899743323,0.497675191968552,0.209787744068699,0.0403066430982544,0.785880399638415,0.412997002894522,0.719004927459983,0.288214006103217,0.568298855252324,0.116929805592218,0.0550759362551267,0.333524892103922,0.481751447969057,0.00295797465992205,0.104234146388119,0.80718434117285,0.213876159233991
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.plate_id",0.170563792867045,0.677706751982964,0.740619884525809,0.792576411518989,0.753261636480925,0.982990863159682,0.916948589798152,0.22182917784592,0.992301409100489,0.654391678470181,0.605352247914319,0.490655798856689,0.973908174863279,0.31579996402286,0.412021476231292,0.769513633346352,0.822876536548594,0.0103762706263464,0.727018825957725,0.973666624984463,0.890453353548068
"patient.samples.sample.3.portions.portion.analytes.analyte.2.aliquots.aliquot.plate_row",0.0772558130694306,0.123925643453858,0.284480409164717,0.508377639838233,0.43862190836541,0.175724651642737,0.378541307612429,0.497571589071662,0.403336137427309,0.56920541880057,0.125633585674753,0.260105866302042,0.831304109615259,0.192186740628995,0.188422395656089,0.328563764637384,0.489770374322644,0.0036490531843182,0.0478476131786246,0.260496038224035,0.174698042981532
"patient.samples.sample.3.portions.portion.analytes.analyte.2.analyte_type",0.00458304295179324,0.254125418483503,0.228458572932544,0.280120700922099,0.203923293402054,0.78759858051894,0.4386409408281,0.0323126092054711,0.935476774297055,0.324611752315926,0.632714263703461,0.228082894389613,0.742974215175905,0.0408287044861524,0.0943084021958279,0.272569092604085,0.644189134161103,0.000105549251660806,0.266965290792783,0.945797138408705,0.255689848460827
"patient.samples.sample.3.portions.portion.analytes.analyte.2.analyte_type_id",0.00458304295179326,0.254125418483503,0.228458572932544,0.280120700922097,0.203923293402054,0.78759858051894,0.438640940828098,0.0323126092054712,0.935476774297054,0.324611752315924,0.632714263703462,0.228082894389613,0.742974215175904,0.0408287044861523,0.0943084021958277,0.272569092604085,0.644189134161102,0.000105549251660807,0.266965290792783,0.945797138408704,0.255689848460827
"patient.samples.sample.3.portions.portion.analytes.analyte.2.bcr_analyte_barcode",0.000924403657309227,0.000817202188554157,0.136903062634734,0.668777417885093,0.610413285247636,0.743674578187992,0.927684216633538,0.237358475567661,0.783852463743083,0.107929001442429,0.00454142890611977,0.259273236423205,0.774157919499525,0.0517217985764769,0.388864492189633,0.264590282292711,0.199924630447349,0.00480784796805056,0.0137786079484812,0.301721104311588,0.1486731943972
"patient.samples.sample.3.portions.portion.analytes.analyte.2.bcr_analyte_uuid",0.000924403657309245,0.000817202188554184,0.136903062634735,0.668777417885097,0.610413285247636,0.743674578187992,0.927684216633539,0.237358475567664,0.783852463743082,0.107929001442431,0.00454142890611986,0.259273236423205,0.774157919499526,0.051721798576478,0.388864492189635,0.264590282292713,0.199924630447351,0.00480784796805063,0.0137786079484814,0.301721104311591,0.148673194397202
"patient.samples.sample.3.portions.portion.analytes.analyte.2.gel_image_file",0.0160070655152197,0.341218379250405,0.203701144662572,0.232986742573741,0.17220899743323,0.497675191968552,0.209787744068699,0.0403066430982544,0.785880399638415,0.412997002894522,0.719004927459983,0.288214006103217,0.568298855252324,0.116929805592218,0.0550759362551267,0.333524892103922,0.481751447969057,0.00295797465992205,0.104234146388119,0.80718434117285,0.213876159233991
